City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
41,Fortuna,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
42,Lebu,CL,-53.15,-70.9167,41.11,70,20,28.77,few clouds
43,Biak,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
44,Lata,PT,40.1629,-8.3327,61.21,96,35,2.42,scattered clouds
45,Gurupa,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
46,Prince George,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
47,Kavieng,PG,-2.5744,150.7967,84.34,69,99,6.17,overcast clouds
48,Isangel,VU,-19.55,169.2667,80.71,57,75,11.5,broken clouds
49,Palana,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
50,Geraldton,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
51,Morwell,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
52,Rikitea,PF,-16.4833,-151.75,78.78,73,62,18.81,light rain
53,Yelovo,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
54,Charlestown,AU,-32.95,151.6667,78.93,33,0,1.99,clear sky
55,Albany,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
56,Codrington,AU,-38.2667,141.9667,48.7,80,99,23.09,light rain
57,Butaritari,KI,3.0707,172.7902,83.32,64,6,11.77,clear sky
58,Cape Town,GB,51.3813,1.3862,61.3,98,100,11.59,overcast clouds
59,Kaitangata,NZ,-46.2817,169.8464,58.86,52,99,4.07,overcast clouds
60,Garowe,SO,8.4054,48.4845,75.87,66,100,17.22,overcast clouds
61,Vestmanna,FO,62.1564,-7.1664,49.12,100,75,14.97,broken clouds
62,Khatanga,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
63,Tambovka,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
64,Ancud,CL,-53.15,-70.9167,41.11,70,20,28.77,few clouds
65,Port Elizabeth,GB,51.3813,1.3862,61.3,98,100,11.59,overcast clouds
66,Saint-Leu,RE,-21.15,55.2833,63.46,68,2,8.86,clear sky
67,Alofi,NU,-19.0595,-169.9187,82.29,69,0,6.91,light rain
68,New Norfolk,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
69,Norman Wells,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
70,Hrymayliv,UA,49.3321,26.0111,42.62,92,100,13.76,overcast clouds
71,Mataura,PF,-16.4833,-151.75,78.78,73,62,18.81,light rain
72,Nikolskoye,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
73,Hobart,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
74,Mogadishu,SO,8.4054,48.4845,75.87,66,100,17.22,overcast clouds
75,Atuona,PF,-16.4833,-151.75,78.78,73,62,18.81,light rain
76,Te Anau,NZ,-46.2817,169.8464,58.86,52,99,4.07,overcast clouds
77,Los Llanos De Aridane,ES,42.7762,-9.0603,62.24,92,13,11.12,few clouds
78,Hirara,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds
79,Saint-Philippe,RE,-21.15,55.2833,63.46,68,2,8.86,clear sky
80,Red Bluff,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
81,Senanga,ZM,-16.1167,23.2667,69.49,33,5,6.51,clear sky
82,Mys Shmidta,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
83,Chuy,UY,-33.6971,-53.4616,62.4,98,100,5.84,overcast clouds
84,Praia,PT,32.6667,-17.1,71.71,74,55,6.11,broken clouds
85,Hobyo,SO,8.4054,48.4845,75.87,66,100,17.22,overcast clouds
86,Bluff,NZ,-46.2817,169.8464,58.86,52,99,4.07,overcast clouds
87,Kununurra,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
88,Fevralsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
89,Sobolevo,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
90,Hithadhoo,MV,-0.6,73.0833,82.83,73,56,6.44,broken clouds
91,Kalmunai,LK,7.4167,81.8167,80.26,82,22,4.21,few clouds
92,Sentyabrskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
93,Salalah,OM,17.0151,54.0924,78.89,94,75,4.61,broken clouds
94,Ullapool,GB,57.5058,-1.7981,54.72,94,25,3.33,scattered clouds
95,Avarua,CK,-21.2078,-159.775,78.85,73,75,10.36,broken clouds
96,Grand River South East,MU,-20.5167,57.5167,68.38,60,20,6.91,few clouds
97,Illoqqortoormiut,GL,77.484,-69.3632,10.62,82,19,7.45,few clouds
98,Ahipara,NZ,-46.2817,169.8464,58.86,52,99,4.07,overcast clouds
99,Tasiilaq,GL,77.484,-69.3632,10.62,82,19,7.45,few clouds
100,Shubarkuduk,KZ,49.1447,56.4872,40.68,49,12,7.14,few clouds
101,Porto Novo,PT,32.6667,-17.1,71.71,74,55,6.11,broken clouds
102,Vila Velha,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
103,Hilo,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
104,Rawannawi,KI,3.0707,172.7902,83.32,64,6,11.77,clear sky
105,Dikson,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
106,Nepa Nagar,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
107,Rudnichnyy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
108,Moose Factory,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
109,Tautira,PF,-16.4833,-151.75,78.78,73,62,18.81,light rain
110,Alugan,PH,12.2188,125.4808,84.09,74,100,7.78,overcast clouds
111,Rio Grande,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
112,Thompson,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
113,Novita,CO,4.9551,-76.6053,74.32,98,100,2.28,overcast clouds
114,Hami,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
115,La Sarre,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
116,Beringovskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
117,Kathmandu,NP,28.2333,83.9833,73.76,86,78,1.21,broken clouds
118,Bengkulu,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
119,Mar Del Plata,AR,-54.8,-68.3,40.66,75,75,16.11,broken clouds
120,Ruatoria,NZ,-46.2817,169.8464,58.86,52,99,4.07,overcast clouds
121,Acapulco,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
122,Ostrovnoy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
123,Richards Bay,GB,51.3813,1.3862,61.3,98,100,11.59,overcast clouds
124,Kapaa,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
125,Yuzhno-Yeniseyskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
126,Big Spring,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
127,Tabiauea,KI,3.0707,172.7902,83.32,64,6,11.77,clear sky
128,Torbay,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
129,Ternate,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
130,Severomorsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
131,Pochutla,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
132,Saint-Pierre,RE,-21.3393,55.4781,64.08,67,75,9.22,broken clouds
133,Laguna,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
134,Balclutha,NZ,-46.2817,169.8464,58.86,52,99,4.07,overcast clouds
135,Almeirim,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
136,Puerto Ayora,EC,-0.7393,-90.3518,68.56,94,44,4.0,scattered clouds
137,Provideniya,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
138,Carnarvon,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
139,Clyde River,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
140,Kilindoni,TZ,-7.9139,39.6668,76.86,73,87,20.07,overcast clouds
141,Port Alfred,GB,51.3813,1.3862,61.3,98,100,11.59,overcast clouds
142,Great Yarmouth,GB,57.5058,-1.7981,54.72,94,25,3.33,scattered clouds
143,Hassleholm,SE,56.1591,13.7664,44.13,59,100,6.2,overcast clouds
144,Lagoa,PT,39.05,-27.9833,69.28,62,100,10.92,overcast clouds
145,Kendari,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
146,Ruyigi,BI,-3.45,30.3167,60.96,74,58,3.2,broken clouds
147,Jamestown,MY,5.4112,100.3354,80.55,87,20,1.01,few clouds
148,Atar,MR,20.5169,-13.0499,86.11,38,9,11.88,clear sky
149,Sterling,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
150,Meulaboh,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
151,Nanortalik,GL,77.484,-69.3632,10.62,82,19,7.45,few clouds
152,Port Macquarie,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
153,Tarko-Sale,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
154,Anadyr,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
155,Neuquen,AR,-54.8,-68.3,40.66,75,75,16.11,broken clouds
156,Lasa,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
157,Solovetskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
158,Saint George,US,37.1041,-113.5841,90.19,11,1,1.99,clear sky
159,Zhirnovsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
160,Shimoda,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds
161,Miraflores,CO,4.9551,-76.6053,74.32,98,100,2.28,overcast clouds
162,Chokurdakh,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
163,Brae,GB,57.5058,-1.7981,54.72,94,25,3.33,scattered clouds
164,Reyes,BO,-14.3167,-67.3833,78.12,60,14,2.62,few clouds
165,Karachi,PK,24.9056,67.0822,84.02,74,40,12.66,scattered clouds
166,Port Hardy,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
167,Aklavik,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
168,Baruun-Urt,MN,46.6806,113.2792,57.78,68,100,9.69,overcast clouds
169,Bambous Virieux,MU,-20.5167,57.5167,68.38,60,20,6.91,few clouds
170,Ust-Tarka,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
171,Yellowknife,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
172,Aswan,EG,24.0934,32.907,81.7,22,0,6.91,clear sky
173,Tayoltita,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
174,San Patricio,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
175,Srednekolymsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
176,Nemuro,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds
177,Port Lincoln,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
178,Zhangye,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
179,Tabialan,PH,12.2188,125.4808,84.09,74,100,7.78,overcast clouds
180,Ribeira Grande,PT,39.05,-27.9833,69.28,62,100,10.92,overcast clouds
181,Matamoros,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
182,Kristinehamn,SE,56.1591,13.7664,44.13,59,100,6.2,overcast clouds
183,Carutapera,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
184,Nalut,LY,29.1268,15.9477,80.67,26,0,7.07,clear sky
185,Marawi,PH,7.9986,124.2928,70.65,93,100,0.81,overcast clouds
186,Ridgecrest,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
187,Dombarovskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
188,Emerald,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
189,Talnakh,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
190,Mujiayingzi,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
191,Nueve De Julio,AR,-54.8,-68.3,40.66,75,75,16.11,broken clouds
192,Leningradskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
193,Padang,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
194,Qaqortoq,GL,77.484,-69.3632,10.62,82,19,7.45,few clouds
195,Nyurba,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
196,Lorengau,PG,-2.5744,150.7967,84.34,69,99,6.17,overcast clouds
197,Santa Rosa,AR,-54.8,-68.3,40.66,75,75,16.11,broken clouds
198,Bosaso,SO,8.4054,48.4845,75.87,66,100,17.22,overcast clouds
199,Coihaique,CL,-53.15,-70.9167,41.11,70,20,28.77,few clouds
200,Virginia Beach,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
201,Hermanus,GB,51.3813,1.3862,61.3,98,100,11.59,overcast clouds
202,Nizhneyansk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
203,Port-Gentil,GA,-0.7193,8.7815,76.59,83,100,9.91,overcast clouds
204,Zhigansk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
205,Victoria,HK,22.2855,114.1577,90.97,84,11,1.99,few clouds
206,Cidreira,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
207,Maloshuyka,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
208,Lac Du Bonnet,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
209,Brezno,SK,48.8043,19.6363,47.77,95,3,3.76,clear sky
210,Saskylakh,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
211,Kletskaya,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
212,Kansanshi,ZM,-16.1167,23.2667,69.49,33,5,6.51,clear sky
213,Vestmannaeyjar,IS,63.4427,-20.2734,52.72,86,99,24.9,overcast clouds
214,Kitimat,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
215,Murud,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
216,Araouane,ML,18.9048,-3.5265,93.88,15,0,8.79,clear sky
217,Yar-Sale,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
218,Coahuayana,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
219,Nago,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds
220,Vallenar,CL,-53.15,-70.9167,41.11,70,20,28.77,few clouds
221,Katsuura,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds
222,Wajima,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds
223,Omboue,GA,-0.7193,8.7815,76.59,83,100,9.91,overcast clouds
224,Tuatapere,NZ,-46.2817,169.8464,58.86,52,99,4.07,overcast clouds
225,Mokrousovo,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
226,Turukhansk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
227,Port Blair,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
228,Kyabe,TD,9.4515,18.9449,71.35,97,100,4.54,overcast clouds
229,Hasaki,JP,24.8,125.2833,86.27,79,40,2.3,scattered clouds
230,Coquimbo,CL,-53.15,-70.9167,41.11,70,20,28.77,few clouds
231,Upernavik,GL,77.484,-69.3632,10.62,82,19,7.45,few clouds
232,Narsaq,GL,77.484,-69.3632,10.62,82,19,7.45,few clouds
233,Namibe,AO,-15.1961,12.1522,60.1,87,12,6.73,few clouds
234,San Cristobal,EC,-0.7393,-90.3518,68.56,94,44,4.0,scattered clouds
235,Henties Bay,NA,-22.116,14.2845,51.85,91,1,7.36,clear sky
236,Esperance,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
237,Nong Phai,TH,15.9903,101.0618,79.43,88,100,0.47,overcast clouds
238,Shadegan,IR,30.6497,48.6647,75.11,19,0,9.44,clear sky
239,Mullaitivu,LK,7.4167,81.8167,80.26,82,22,4.21,few clouds
240,Husavik,IS,63.4427,-20.2734,52.72,86,99,24.9,overcast clouds
241,Kokopo,PG,-2.5744,150.7967,84.34,69,99,6.17,overcast clouds
242,Bredasdorp,GB,51.3813,1.3862,61.3,98,100,11.59,overcast clouds
243,Buqayq,SA,25.0213,37.2685,83.05,56,8,8.12,clear sky
244,Luganville,VU,-19.55,169.2667,80.71,57,75,11.5,broken clouds
245,Panaba,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
246,Mayskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
247,Powell River,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
248,Uige,AO,-15.1961,12.1522,60.1,87,12,6.73,few clouds
249,Muisne,EC,-0.7393,-90.3518,68.56,94,44,4.0,scattered clouds
250,Cayenne,GF,4.9333,-52.3333,83.08,77,0,3.0,clear sky
251,Veraval,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
252,Dwarka,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
253,Nelson Bay,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
254,Maceio,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
255,Novikovo,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
256,Sencha,UA,49.3321,26.0111,42.62,92,100,13.76,overcast clouds
257,Longlac,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
258,Touros,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
259,Usogorsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
260,Masuri,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
261,Chengde,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
262,Bethel,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
263,Ambulu,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
264,Porto Belo,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
265,Kahului,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
266,The Valley,AI,18.217,-63.0578,81.82,79,1,13.94,clear sky
267,Jacqueville,CI,5.2052,-4.4146,76.91,92,12,4.21,light rain
268,Castro,CL,-53.15,-70.9167,41.11,70,20,28.77,few clouds
269,Roebourne,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
270,Gilgit,PK,24.9056,67.0822,84.02,74,40,12.66,scattered clouds
271,Chunoyar,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
272,Maghama,MR,20.5169,-13.0499,86.11,38,9,11.88,clear sky
273,Morros,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
274,Berck,FR,50.4,1.6,61.7,100,100,2.3,light rain
275,Clarence Town,AU,-32.5833,151.7833,79.05,22,0,12.68,clear sky
276,San Blas,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
277,Dakar,SN,14.6937,-17.4441,77.88,78,57,11.68,broken clouds
278,Aykhal,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
279,Luwuk,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
280,Plettenberg Bay,GB,51.3813,1.3862,61.3,98,100,11.59,overcast clouds
281,Araria,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
282,Samarai,PG,-2.5744,150.7967,84.34,69,99,6.17,overcast clouds
283,Sabang,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
284,Huangyan,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
285,Baykit,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
286,Mareeba,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
287,Vao,NC,-22.6667,167.4833,67.66,67,95,16.11,overcast clouds
288,Maracaibo,VE,10.6317,-71.6406,81.82,76,97,9.66,overcast clouds
289,Kaka,TM,37.3482,59.6143,67.89,28,0,5.19,clear sky
290,North Bend,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
291,Noyabrsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
292,Solotvyn,UA,49.3321,26.0111,42.62,92,100,13.76,overcast clouds
293,Talcher,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
294,Iqaluit,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
295,Dholka,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
296,La Ronge,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
297,Bilibino,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
298,Mount Isa,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
299,Bambanglipuro,ID,1.487,124.8455,90.37,62,20,3.44,few clouds
300,Chapais,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
301,Yinchuan,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
302,Dieppe,FR,50.4,1.6,61.7,100,100,2.3,light rain
303,Pulandian,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
304,Nara,ML,18.9048,-3.5265,93.88,15,0,8.79,clear sky
305,Ugoofaaru,MV,-0.6,73.0833,82.83,73,56,6.44,broken clouds
306,Okhotsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
307,Cabo San Lucas,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
308,Kayerkan,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
309,Wuxue,CN,40.2833,97.2,74.17,15,45,12.59,scattered clouds
310,Chaman,PK,24.9056,67.0822,84.02,74,40,12.66,scattered clouds
311,Kosgi,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
312,Luderitz,NA,-22.116,14.2845,51.85,91,1,7.36,clear sky
313,Bathsheba,BB,13.2167,-59.5167,77.61,83,20,1.14,few clouds
314,Harper,LR,4.375,-7.7169,77.56,84,32,2.77,light rain
315,Kedrovyy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
316,Morehead,PG,-2.5744,150.7967,84.34,69,99,6.17,overcast clouds
317,Amderma,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
318,Yulara,AU,-28.65,153.6167,84.7,54,19,16.37,few clouds
319,Flin Flon,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
320,Muravlenko,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
321,Petropavlovsk-Kamchatskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
322,Talen,IN,21.4667,76.4,76.77,86,100,0.76,overcast clouds
323,Escuinapa,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
324,Altamira,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
325,Dingle,PH,10.9995,122.6711,83.17,77,87,4.45,overcast clouds
326,Boksitogorsk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
327,Krapivinskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
328,Camacha,PT,39.05,-27.9833,69.28,62,100,10.92,overcast clouds
329,Constitucion,MX,16.8634,-99.8901,84.02,79,90,0.0,overcast clouds
330,Fort Saint John,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
331,Zeya,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
332,Makakilo City,US,41.2835,-70.0995,64.09,77,1,6.91,clear sky
333,Deputatskiy,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
334,Pavilosta,LV,57.3894,21.5606,40.93,100,0,5.75,clear sky
335,Gusau,NG,12.1628,6.6614,74.44,80,7,7.36,clear sky
336,Borba,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
337,Cockburn Town,AU,-32.5833,151.7833,79.05,22,0,12.68,clear sky
338,Khandyga,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
339,Brokopondo,SR,4.75,-55.1667,78.35,85,100,9.55,light rain
340,Matara,LK,7.4167,81.8167,80.26,82,22,4.21,few clouds
341,Armacao Dos Buzios,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
342,Suluq,LY,29.1268,15.9477,80.67,26,0,7.07,clear sky
343,Carndonagh,PH,10.9995,122.6711,83.17,77,87,4.45,overcast clouds
344,Vilyuysk,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
345,Igarka,RU,50.6789,156.125,51.46,79,80,16.37,broken clouds
346,Kyzyl-Suu,KG,42.3414,78.0056,59.86,39,0,1.45,clear sky
347,Salamina,CO,4.9551,-76.6053,74.32,98,100,2.28,overcast clouds
348,Dolbeau,CA,69.4541,-133.0374,44.6,53,20,14.97,few clouds
349,Caruray,PH,12.2188,125.4808,84.09,74,100,7.78,overcast clouds
350,Jucas,BR,-22.9661,-42.0278,71.8,87,100,12.26,overcast clouds
351,Djibo,BF,14.1022,-1.6306,84.47,54,23,8.7,few clouds
